review_id,star_rating,sentiment_label,sentiment_score,quality_aspect,shipping_aspect,value_aspect,service_aspect,emotion,is_fake_review,fake_confidence_score,is_sarcastic,subjectivity_score,polarity_score
R00083754,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.16,0,0.682,0.77
R00083755,5,positive,0.835,positive,positive,neutral,positive,satisfaction,0,0.32,0,0.327,0.865
R00083756,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.086,0,0.634,0.783
R00083757,5,positive,0.972,positive,positive,positive,positive,satisfaction,0,0.487,0,0.526,0.785
R00083758,5,positive,0.998,positive,positive,positive,positive,joy,1,0.483,0,0.78,0.766
R00083759,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.227,0,0.368,0.71
R00083760,3,neutral,0.222,neutral,neutral,neutral,positive,neutral,0,0.157,0,0.774,0.109
R00083761,4,positive,0.449,neutral,neutral,positive,positive,satisfaction,0,0.098,0,0.36,0.486
R00083762,2,negative,-0.498,neutral,neutral,neutral,negative,disappointment,1,0.864,1,0.993,-0.45
R00083763,3,neutral,0.082,neutral,neutral,negative,positive,mild_disappointment,0,0.375,0,0.713,0.12
R00083764,4,positive,0.368,neutral,positive,positive,positive,satisfaction,0,0.118,0,0.647,0.457
R00083765,1,negative,-1.0,neutral,negative,negative,negative,anger,0,0.114,0,0.964,-0.94
R00083766,1,negative,-1.0,negative,neutral,negative,negative,frustration,0,0.265,0,0.509,-0.708
R00083767,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.169,0,0.415,0.804
R00083768,1,negative,-1.0,neutral,negative,negative,negative,disgust,0,0.192,0,0.554,-0.758
R00083769,3,neutral,-0.037,neutral,neutral,neutral,neutral,neutral,0,0.137,0,0.771,0.093
R00083770,3,neutral,-0.025,positive,neutral,neutral,neutral,mild_disappointment,0,0.443,0,0.325,-0.072
R00083771,3,neutral,-0.009,neutral,neutral,neutral,neutral,mild_disappointment,1,0.727,0,0.953,0.158
R00083772,1,negative,-0.967,negative,negative,negative,negative,frustration,0,0.145,0,0.791,-0.853
R00083773,2,negative,-0.555,negative,neutral,negative,neutral,frustration,0,0.152,0,0.598,-0.45
R00083774,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.235,0,0.344,-0.569
R00083775,4,positive,0.627,neutral,positive,neutral,neutral,satisfaction,0,0.424,0,0.668,0.406
R00083776,5,positive,0.917,positive,positive,positive,positive,joy,0,0.329,0,0.897,0.93
R00083777,3,neutral,0.003,neutral,negative,neutral,neutral,neutral,0,0.277,0,0.243,-0.109
R00083778,3,neutral,-0.074,neutral,neutral,positive,positive,neutral,0,0.063,0,0.309,0.082
R00083779,4,positive,0.604,positive,positive,positive,neutral,satisfaction,0,0.19,0,0.939,0.312
R00083780,3,neutral,-0.01,neutral,negative,neutral,negative,neutral,0,0.466,0,0.536,-0.017
R00083781,4,positive,0.623,positive,positive,positive,neutral,mild_joy,0,0.283,0,0.575,0.358
R00083782,3,neutral,-0.03,negative,neutral,neutral,neutral,mild_disappointment,0,0.079,0,0.287,-0.006
R00083783,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.129,0,0.812,-0.731
R00083784,4,positive,0.548,neutral,positive,neutral,neutral,satisfaction,0,0.068,0,0.695,0.478
R00083785,5,positive,0.877,neutral,neutral,positive,positive,delight,0,0.179,0,0.727,0.923
R00083786,5,positive,1.0,positive,neutral,positive,neutral,delight,0,0.32,0,0.461,0.771
R00083787,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.056,0,0.655,0.9
R00083788,3,neutral,-0.115,neutral,neutral,neutral,neutral,neutral,0,0.502,0,0.444,0.066
R00083789,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.242,0,0.754,-0.847
R00083790,3,neutral,-0.014,neutral,neutral,negative,positive,neutral,0,0.276,0,0.687,-0.076
R00083791,2,negative,-0.382,neutral,neutral,negative,negative,disappointment,0,0.054,0,0.295,-0.363
R00083792,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.077,0,0.81,-0.877
R00083793,5,positive,0.925,positive,positive,positive,positive,joy,0,0.213,0,0.462,0.961
R00083794,2,negative,-0.511,neutral,neutral,neutral,negative,frustration,0,0.177,0,0.131,-0.413
R00083795,4,positive,0.56,positive,neutral,neutral,positive,mild_joy,0,0.236,0,0.655,0.432
R00083796,3,neutral,0.056,neutral,neutral,negative,positive,neutral,0,0.129,0,0.639,-0.061
R00083797,3,neutral,-0.122,neutral,negative,negative,neutral,neutral,0,0.481,0,0.655,0.061
R00083798,5,positive,0.972,positive,neutral,neutral,positive,joy,0,0.306,0,0.495,0.675
R00083799,5,positive,1.0,positive,positive,neutral,positive,delight,0,0.1,0,0.508,0.725
R00083800,5,positive,0.896,positive,positive,positive,positive,joy,0,0.346,0,0.906,0.829
R00083801,4,positive,0.508,neutral,positive,positive,neutral,neutral,0,0.212,0,0.7,0.347
R00083802,3,neutral,-0.02,neutral,neutral,neutral,neutral,neutral,0,0.609,0,0.618,0.123
R00083803,4,positive,0.538,neutral,neutral,positive,neutral,satisfaction,0,0.404,0,0.284,0.416
R00083804,5,positive,0.92,positive,positive,positive,neutral,joy,0,0.132,0,0.767,0.723
R00083805,5,positive,0.846,positive,positive,positive,positive,satisfaction,0,0.189,0,0.64,0.954
R00083806,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.081,0,0.75,0.779
R00083807,1,negative,-1.0,negative,neutral,negative,negative,disgust,0,0.411,0,0.716,-0.693
R00083808,5,positive,0.888,positive,positive,positive,neutral,joy,0,0.239,0,0.332,0.884
R00083809,4,positive,0.487,positive,neutral,positive,neutral,satisfaction,0,0.33,0,0.491,0.318
R00083810,4,positive,0.483,neutral,positive,positive,neutral,satisfaction,0,0.272,0,0.881,0.455
R00083811,3,neutral,-0.134,neutral,neutral,positive,positive,mild_disappointment,0,0.269,0,0.89,-0.113
R00083812,5,positive,0.846,positive,positive,neutral,positive,joy,0,0.142,0,0.378,0.699
R00083813,3,neutral,0.059,neutral,neutral,neutral,neutral,mild_disappointment,0,0.185,0,0.516,0.033
R00083814,5,positive,0.917,positive,positive,positive,positive,joy,0,0.453,0,0.524,0.796
R00083815,5,positive,0.963,positive,positive,positive,positive,satisfaction,0,0.262,0,0.746,0.738
R00083816,2,negative,-0.508,negative,negative,negative,negative,disappointment,0,0.327,0,0.734,-0.391
R00083817,2,negative,-0.408,neutral,neutral,negative,neutral,disappointment,0,0.276,0,0.676,-0.255
R00083818,2,negative,-0.508,negative,neutral,negative,neutral,disappointment,0,0.062,0,0.22,-0.409
R00083819,3,neutral,0.024,neutral,neutral,neutral,neutral,mild_disappointment,0,0.21,0,0.57,-0.063
R00083820,1,negative,-0.874,negative,negative,negative,negative,disgust,0,0.424,1,0.774,-0.947
R00083821,4,positive,0.442,positive,positive,neutral,positive,satisfaction,0,0.567,0,0.941,0.406
R00083822,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.265,0,0.843,-0.846
R00083823,4,positive,0.389,neutral,positive,positive,neutral,neutral,0,0.247,0,0.382,0.378
R00083824,3,neutral,0.073,neutral,neutral,neutral,positive,neutral,0,0.034,0,0.83,0.17
R00083825,4,positive,0.374,neutral,neutral,neutral,positive,mild_joy,0,0.217,0,0.697,0.355
R00083826,3,neutral,0.027,neutral,neutral,positive,neutral,mild_disappointment,0,0.258,0,0.628,-0.003
R00083827,3,neutral,0.035,neutral,neutral,negative,neutral,mild_disappointment,0,0.185,0,0.549,0.1
R00083828,3,neutral,0.017,neutral,neutral,neutral,negative,neutral,0,0.62,0,0.602,0.194
R00083829,5,positive,0.964,positive,positive,neutral,positive,satisfaction,1,0.565,0,0.922,0.839
R00083830,1,negative,-1.0,negative,neutral,negative,negative,disgust,0,0.384,0,0.523,-0.781
R00083831,4,positive,0.45,neutral,positive,neutral,neutral,neutral,0,0.494,0,0.414,0.307
R00083832,2,negative,-0.383,negative,neutral,neutral,neutral,disappointment,0,0.351,0,0.544,-0.549
R00083833,5,positive,1.0,positive,positive,positive,positive,joy,0,0.15,0,0.446,0.763
R00083834,3,neutral,-0.152,neutral,neutral,neutral,neutral,neutral,0,0.659,0,0.656,-0.07
R00083835,4,positive,0.59,neutral,positive,neutral,neutral,mild_joy,0,0.093,0,0.143,0.479
R00083836,4,positive,0.492,positive,positive,neutral,positive,satisfaction,0,0.349,0,0.633,0.401
R00083837,4,positive,0.5,neutral,neutral,neutral,positive,satisfaction,0,0.19,0,0.726,0.299
R00083838,3,neutral,-0.184,neutral,positive,neutral,neutral,mild_disappointment,0,0.084,0,0.394,0.049
R00083839,4,positive,0.718,positive,positive,neutral,neutral,satisfaction,0,0.05,0,0.412,0.338
R00083840,2,negative,-0.435,negative,neutral,negative,negative,frustration,0,0.491,0,0.294,-0.428
R00083841,5,positive,1.0,positive,positive,positive,positive,delight,0,0.213,0,0.774,1.0
R00083842,3,neutral,0.107,neutral,positive,neutral,neutral,neutral,0,0.091,0,0.899,0.061
R00083843,4,positive,0.626,neutral,positive,neutral,positive,satisfaction,0,0.314,0,0.705,0.446
R00083844,4,positive,0.447,positive,positive,positive,neutral,satisfaction,1,0.691,0,0.97,0.503
R00083845,5,positive,1.0,positive,positive,positive,positive,joy,0,0.274,0,0.634,0.694
R00083846,4,positive,0.448,positive,neutral,neutral,neutral,mild_joy,0,0.256,0,0.483,0.337
R00083847,1,negative,-0.94,negative,negative,neutral,negative,anger,0,0.276,0,0.561,-0.926
R00083848,4,positive,0.503,positive,positive,positive,neutral,mild_joy,0,0.32,0,0.256,0.314
R00083849,5,positive,0.96,positive,positive,positive,positive,joy,0,0.094,0,0.636,0.7
R00083850,1,negative,-0.921,negative,negative,negative,negative,disgust,0,0.202,0,0.635,-0.804
R00083851,4,positive,0.515,positive,positive,neutral,positive,satisfaction,0,0.257,0,0.555,0.517
R00083852,4,positive,0.316,neutral,positive,neutral,positive,satisfaction,0,0.426,0,0.302,0.525
R00083853,5,positive,1.0,positive,positive,positive,neutral,satisfaction,0,0.159,0,0.846,0.822
R00083854,5,positive,0.958,positive,positive,neutral,positive,satisfaction,0,0.34,0,0.502,0.87
R00083855,4,positive,0.586,positive,positive,neutral,positive,mild_joy,0,0.312,0,0.688,0.442
R00083856,2,negative,-0.574,negative,negative,neutral,negative,frustration,0,0.05,0,0.76,-0.355
R00083857,4,positive,0.428,neutral,positive,neutral,neutral,neutral,0,0.256,0,0.854,0.343
R00083858,5,positive,1.0,positive,positive,positive,positive,joy,0,0.312,0,0.756,0.736
R00083859,3,neutral,-0.027,neutral,neutral,neutral,neutral,neutral,0,0.376,0,0.321,0.069
R00083860,1,negative,-0.958,negative,negative,negative,negative,anger,0,0.204,0,0.65,-0.776
R00083861,3,neutral,0.214,neutral,neutral,neutral,neutral,neutral,0,0.341,0,0.251,0.013
R00083862,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.223,1,0.639,-0.762
R00083863,1,negative,-0.862,negative,negative,negative,negative,anger,0,0.126,0,0.9,-0.649
R00083864,3,neutral,-0.01,negative,neutral,negative,neutral,neutral,1,0.662,0,0.769,0.085
R00083865,5,positive,0.804,positive,neutral,positive,positive,satisfaction,0,0.072,0,0.564,0.723
R00083866,5,positive,0.79,positive,neutral,positive,positive,satisfaction,0,0.352,0,0.791,0.666
R00083867,5,positive,0.977,positive,positive,positive,positive,delight,0,0.138,1,0.482,0.79
R00083868,3,neutral,-0.011,positive,neutral,neutral,neutral,neutral,0,0.099,0,0.401,0.037
R00083869,2,negative,-0.358,negative,negative,negative,neutral,disappointment,0,0.082,0,0.873,-0.431
R00083870,1,negative,-0.998,negative,negative,negative,negative,anger,0,0.625,0,0.932,-0.761
R00083871,3,neutral,-0.1,neutral,neutral,negative,neutral,neutral,0,0.459,0,0.607,-0.046
R00083872,3,neutral,0.043,neutral,neutral,negative,neutral,mild_disappointment,0,0.233,0,0.517,0.08
R00083873,4,positive,0.513,neutral,positive,negative,neutral,satisfaction,0,0.081,0,0.668,0.284
R00083874,5,positive,0.954,positive,positive,positive,positive,joy,1,0.809,0,0.667,0.803
R00083875,4,positive,0.205,positive,neutral,neutral,positive,neutral,0,0.137,0,0.92,0.263
R00083876,4,positive,0.478,neutral,positive,neutral,positive,satisfaction,0,0.17,0,0.879,0.427
R00083877,2,negative,-0.497,negative,negative,neutral,negative,frustration,0,0.134,0,0.494,-0.497
R00083878,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.431,0,0.801,0.805
R00083879,5,positive,0.987,positive,positive,positive,positive,satisfaction,0,0.144,0,0.715,0.758
R00083880,5,positive,0.954,positive,positive,positive,positive,satisfaction,0,0.188,0,0.622,0.751
R00083881,5,positive,0.815,positive,positive,positive,neutral,joy,0,0.071,0,0.507,0.721
R00083882,3,neutral,0.038,positive,neutral,positive,positive,neutral,0,0.464,0,0.614,0.017
R00083883,4,positive,0.376,positive,neutral,neutral,neutral,satisfaction,0,0.087,0,0.921,0.408
R00083884,4,positive,0.491,positive,neutral,neutral,positive,satisfaction,0,0.045,0,0.661,0.354
R00083885,4,positive,0.495,neutral,positive,neutral,neutral,mild_joy,1,0.766,0,0.818,0.333
R00083886,4,positive,0.48,neutral,positive,neutral,positive,mild_joy,0,0.305,0,0.624,0.5
R00083887,3,neutral,0.043,neutral,neutral,neutral,positive,neutral,0,0.186,0,0.079,0.076
R00083888,3,neutral,-0.148,negative,positive,neutral,positive,neutral,0,0.175,0,0.627,0.081
R00083889,5,positive,1.0,neutral,positive,neutral,positive,satisfaction,1,0.528,0,0.594,0.802
R00083890,4,positive,0.577,positive,positive,positive,positive,satisfaction,0,0.225,0,0.803,0.432
R00083891,4,positive,0.717,neutral,neutral,neutral,positive,satisfaction,0,0.158,0,0.764,0.361
R00083892,2,negative,-0.326,neutral,negative,negative,negative,frustration,0,0.136,0,0.607,-0.396
R00083893,3,neutral,-0.246,neutral,neutral,neutral,negative,neutral,0,0.196,0,0.433,-0.052
R00083894,4,positive,0.499,positive,neutral,positive,positive,neutral,0,0.171,0,0.258,0.316
R00083895,5,positive,0.818,positive,positive,positive,positive,delight,0,0.173,0,0.851,0.847
R00083896,5,positive,1.0,positive,neutral,positive,neutral,joy,0,0.417,0,0.768,0.746
R00083897,2,negative,-0.736,neutral,neutral,negative,negative,disappointment,0,0.203,0,0.373,-0.417
R00083898,5,positive,1.0,positive,positive,neutral,positive,delight,1,0.718,0,0.962,0.811
R00083899,3,neutral,0.014,neutral,negative,negative,neutral,neutral,0,0.335,0,0.848,0.041
R00083900,4,positive,0.672,neutral,positive,positive,positive,mild_joy,0,0.207,0,0.298,0.399
R00083901,4,positive,0.486,neutral,positive,neutral,neutral,neutral,0,0.285,0,0.524,0.303
R00083902,5,positive,1.0,positive,positive,positive,positive,joy,0,0.067,0,0.459,0.787
R00083903,2,negative,-0.563,negative,negative,negative,negative,frustration,1,0.96,0,0.793,-0.329
R00083904,4,positive,0.645,neutral,positive,neutral,neutral,satisfaction,0,0.181,0,0.399,0.517
R00083905,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.269,0,0.467,0.906
R00083906,5,positive,0.89,neutral,positive,positive,positive,delight,1,0.619,0,0.9,0.914
R00083907,1,negative,-1.0,negative,negative,negative,neutral,disgust,0,0.341,0,0.389,-0.831
R00083908,4,positive,0.621,positive,positive,neutral,negative,neutral,0,0.102,0,0.912,0.353
R00083909,4,positive,0.643,positive,negative,positive,positive,mild_joy,0,0.083,0,0.532,0.416
R00083910,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.407,0,0.349,0.881
R00083911,5,positive,1.0,positive,positive,positive,positive,delight,0,0.113,0,0.692,0.88
R00083912,5,positive,1.0,positive,neutral,positive,positive,joy,1,0.567,0,0.555,0.781
R00083913,5,positive,1.0,positive,positive,positive,positive,joy,1,0.77,0,0.981,0.904
R00083914,3,neutral,-0.076,neutral,neutral,neutral,negative,mild_disappointment,0,0.04,0,0.595,0.036
R00083915,2,negative,-0.417,negative,negative,neutral,negative,disappointment,0,0.463,0,0.92,-0.383
R00083916,3,neutral,0.047,neutral,neutral,neutral,positive,mild_disappointment,0,0.265,1,0.564,0.058
R00083917,4,positive,0.535,positive,positive,positive,neutral,satisfaction,0,0.086,0,0.492,0.392
R00083918,5,positive,1.0,positive,positive,positive,positive,joy,0,0.08,0,0.881,0.787
R00083919,5,positive,0.933,positive,positive,positive,neutral,joy,0,0.052,0,0.814,0.74
R00083920,5,positive,0.89,neutral,neutral,neutral,positive,joy,0,0.129,0,0.559,0.925
R00083921,2,negative,-0.402,negative,neutral,negative,negative,frustration,0,0.042,0,0.476,-0.433
R00083922,4,positive,0.324,neutral,positive,neutral,positive,satisfaction,0,0.125,0,0.713,0.441
R00083923,3,neutral,0.01,neutral,neutral,neutral,neutral,neutral,0,0.391,0,0.727,-0.089
R00083924,4,positive,0.37,neutral,positive,neutral,neutral,neutral,0,0.174,0,0.28,0.359
R00083925,4,positive,0.46,neutral,neutral,neutral,positive,satisfaction,0,0.399,1,0.54,0.369
R00083926,4,positive,0.453,positive,positive,neutral,neutral,satisfaction,0,0.118,0,0.342,0.37
R00083927,3,neutral,0.031,neutral,positive,negative,neutral,neutral,0,0.173,0,0.668,0.09
R00083928,3,neutral,-0.068,neutral,neutral,neutral,neutral,mild_disappointment,0,0.232,0,0.713,0.044
R00083929,3,neutral,0.027,neutral,neutral,neutral,neutral,mild_disappointment,0,0.109,0,0.75,0.095
R00083930,3,neutral,-0.037,neutral,positive,neutral,negative,mild_disappointment,0,0.538,0,0.824,-0.067
R00083931,4,positive,0.367,neutral,neutral,neutral,neutral,neutral,0,0.386,0,0.458,0.432
R00083932,5,positive,0.944,positive,positive,positive,positive,satisfaction,0,0.375,0,0.389,0.739
R00083933,5,positive,0.912,positive,positive,neutral,positive,satisfaction,0,0.127,0,0.639,0.748
R00083934,4,positive,0.286,neutral,neutral,positive,neutral,satisfaction,0,0.267,0,0.889,0.237
R00083935,4,positive,0.436,negative,positive,neutral,neutral,mild_joy,0,0.202,0,0.751,0.518
R00083936,1,negative,-0.841,neutral,negative,negative,negative,anger,0,0.06,0,0.7,-0.759
R00083937,5,positive,0.975,positive,positive,positive,positive,delight,0,0.469,0,0.428,0.848
R00083938,5,positive,0.856,positive,positive,neutral,positive,joy,0,0.183,0,0.38,0.76
R00083939,2,negative,-0.611,neutral,negative,negative,neutral,frustration,0,0.067,0,0.684,-0.525
R00083940,5,positive,1.0,positive,positive,positive,positive,joy,0,0.358,0,0.6,0.84
R00083941,4,positive,0.477,positive,positive,positive,neutral,satisfaction,0,0.046,0,0.765,0.364
R00083942,5,positive,1.0,positive,positive,positive,positive,joy,0,0.035,0,0.725,0.723
R00083943,4,positive,0.409,positive,positive,neutral,positive,mild_joy,0,0.167,0,0.288,0.255
R00083944,4,positive,0.508,positive,neutral,neutral,neutral,neutral,0,0.24,0,0.35,0.366
R00083945,2,negative,-0.422,negative,neutral,negative,neutral,disappointment,0,0.473,0,0.788,-0.359
R00083946,3,neutral,0.045,neutral,neutral,negative,positive,neutral,0,0.107,0,0.628,-0.053
R00083947,5,positive,0.879,neutral,positive,positive,positive,delight,1,0.384,0,0.538,0.628
R00083948,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.11,0,0.416,0.767
R00083949,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.076,0,0.746,0.766
